tid,text,keyphrases
923899299280424960,Its asthma season and my baby is feeling the wrath. Yall pray for him,"asthma season,baby is feeling"
924517240900374528,"Dogs may lower risk of childhood eczema, reduce asthma symptoms #AmericanCollegeOfAllergy #AsthmaAndImmunology https://t.co/dTjji2y1b9","asthma symptoms,lower risk of childhood eczema"
922874157167194112,Improving outcomes for asthma patients https://t.co/uRLd8gRytO via ASHP member Daniel Holland.,"ashp member daniel holland,asthma patients"
925203827703328771,Let's watch a thriller while you have pneumonia and a sinus infection with on going asthma attacks. Who needs oxygen anyways?!?!?!,"sinus infection with on going asthma attacks,thriller while you have pneumonia"
926251428187922432,@ShabanaMahmood Have you seen this? Man died in 2015 because he couldn't afford prescription charges for asthma meds https://t.co/DyYsZLWFPo,prescription charges for asthma meds
924514123458625537,Everyone thinks asthma is a bad thing to have.. I feel like its a gift I like to experiment on it till I past the limit ,"bad thing,everyone thinks asthma"
927073820351049728,More steroids on steroids... shuts out to that nigga @WHOISCONWAY...,more steroids on steroids
925792158384316420,I have a love/hate relationship with fall. I love fall but my lungs hate it. Tis the season for asthma attacks ,"relationship with fall,season for asthma attacks"
927642907451965440,"RT @DOPE_Magazine: Hopes are that canna-asthma medicines are an option to traditional treatments of inhaled steroids in metered doses. 
htt","hopes are that canna-asthma medicines,option to traditional treatments of inhaled steroids in metered doses"
926735410717511682,Been pumping steroids into my penis,pumping steroids into my penis
924878792543424512,Letter to the Editor: The asthma sufferer's obstacle course: avoiding smokers https://t.co/gZVFaGimBo,asthma sufferer's obstacle course
927186762744631296,Im supposed to be but I have pneumonia so imma live stream https://t.co/EDYbTyxqzW,
927602958442926080,@alextumay enough for me to be diagnosed with asthma,diagnosed with asthma
926112122894819330,@eswillwalker That's what my doctor told me. Guess what? It's been over a decade since I used any asthma meds. They https://t.co/DOAQt1h5XO,decade since i used any asthma meds
924360568672280583,RT @Tone_1K: Weather change fucking up my asthma Im real life finna pass out at work ku,"asthma im real life finna pass out at work,weather change fucking"
927613256633593860,"RT @KhanyiiGee: @MatteLemon_ Worse she recently broke a 55"" brand new tv. She swore. And she just broke her arm. Girl is on steroids",
925324615005519872,I hate asthma attacksssss ahhghh,asthma attacksssss
925440923877740546,"@EPAScottPruitt @EPA Youre the scariest thing there.
You are causing 90,000 more asthma attacks in US kids.
Any of https://t.co/Mm66WN1kwz","more asthma attacks,scariest thing"
926694511371325440,I'm weezing https://t.co/D7XPUHG38b,
925190861952049152,RT @tmilljr1: Mala Luna was a great time besides the dust bowl and the 2 day asthma attack and the 10 hour drive and lil Wayne bu ,"day asthma attack,great time besides the dust bowl,hour drive and lil wayne,mala luna"
927673206466416640,@RAlester76 I think its more asthma then an actual sick.,more asthma
923920630914928640,"@soulclaphands True, my first thought was of people suffering from asthma and other lung conditions restricting res https://t.co/iZKNOL2btx",people suffering from asthma and other lung conditions restricting res
926911235030966278,My mom asked if I was on steroids NEVER EVER just been going hard in the gym,
926924522191716352,"Coughs, asthma and allergies?  Mould and damp living conditions wont help.
Call the experts today on 0800 193 3600 https://t.co/iURqdDiPV0","asthma and allergies,damp living conditions,experts today"
923247361207308288,My allergies &amp; asthma going crazy with this heat man,asthma going crazy with this heat man
927193483051458560,thats gotta shrink his shit like niggas on steroids,shit like niggas on steroids
926302287416430597,RT @DaritaRodrigues: I have asthma  https://t.co/yrC6N3vqpR,
925986876992913408,Running and asthma - what you need to know https://t.co/InphkYdM1N,
926196657745641472,Found out today I have cold weather induced asthma my body is literally not meant for cold weather lmao,today i have cold weather induced asthma my body
927211010506797056,"nag champa on steroids  Nag Super Hit Champa Original Incense Sticks Packs- 1,3,6,12(BOX) https://t.co/csJQePOuch via @eBay_UK",nag super hit champa original incense sticks packs-
926670860051795969,Lung cancer vs asthma a question still unanswered,lung cancer
925730457064439808,Dr. Hollie answers your allergy and asthma questions on Explore Health! #GETRELIEF https://t.co/3t6uytMs0u,hollie answers your allergy and asthma questions on explore health
925972353070149633,If you have asthma dont smoke laying down youll cough your lungs out and die ,"asthma dont smoke laying,youll cough your lungs"
925174066012618759,ohmygodfghhjffgjj oh my god oh my god?????? i need an asthma pump https://t.co/xGIKu4XWtN,asthma pump
925230110558576640,RT @collegejolly: On that asthma grind ya feel https://t.co/S8tiKUTvFJ,
926856401279909889,"RT @NidaMirza17: #PrecautionsAgainstSmog
minor exposure to smog can lead to greater threats of asthma attacks","greater threats of asthma attacks,minor exposure"
922946125291692032,New asthma study: There was no evidence of a reduction in PM2.5 with new certified wood stoves. https://t.co/RMswb58es2,"new asthma study,new certified wood stoves,reduction in pm2"
926817060281139200,"RT @edactivity: my ""fuck it"" game on steroids",game on steroids
925540414194511872,"Did you know chewing mints can help with weight loss, asthma and stress? Check out these health benefits of Mint... https://t.co/C25h7HfAKw","asthma and stress,health benefits of mint,mints can help with weight loss"
922851662733090817,"@UBSixT @LeftFootFwd @jon_bartley yes now you can cure your asthma naturally and quickly  know more    
  https://t.co/mu4Aj04c12",asthma naturally
926872819086057474,@thenev7 Stay off the steroids nev! Your brain is shrinking to the size of your penis!,"brain is shrinking,size of your penis"
927593532747059201,@brianacharonn that Tylenol cold and sinus works really good !,tylenol cold and sinus
926865163025833985,RT @HelgaChadwick: #telekom t com sinus a806 https://t.co/rvSwlYZHA3 https://t.co/MMvCgKFe42,
927005185804767232,@HaleyReames Holegate is like BG on steroids,
923989993864830976,"pe teacher : you never ran the mile 

first of all bitch i have asthma",first of all bitch i have asthma
927247032879800320,Has sinus pressure behind the eyes. Is binge watching House MD. Sees a guy's eye pop out of its socket. Tries not to overreact... ,"binge watching house,eye pop,sinus pressure behind the eyes"
926678088762691585,@flonase may beat your allergies but I can assure you it doesnt beat your asthma if you accidentally inhale it. https://t.co/PoRr2zjELj,asthma if you accidentally inhale
927372756618022912,how does one manage to get two sinus infections within a month ,manage to get two sinus infections
927667942619336705,"Not sure what is worse, sinus infection or sinuses draining. Not a fan. #ick",sinus infection or sinuses draining
924926505578385408,Dogs might help babies and kids develop protection against eczema and bronchial asthma  FunnelNewsAsia https://t.co/7ugzM7K1Cv,babies and kids develop protection against eczema and bronchial asthma
926308997811994624,"...also, the fact your asthma medication not being covered almost killed you isn't reason to deny birth control. It https://t.co/mGSRNNBIkP","fact your asthma medication not being,reason to deny birth control"
927585589272219650,"@Mekaelveli I have a sinus issue , so my face/head hurts really bad .",
923747194167091200,I Wanna be a fire fighter but I got asthma ,fire fighter
926279314902888454,my asthma is acting up again and my nose is stuffy . i think im Dying,asthma is acting
927318014805999616,@ainanisyaa The struggle of having sinus was real ,struggle of having sinus
926943882050490375,Why does people's asthma act up in cold weather,"cold weather,people's asthma act"
925912744506699776,"RT @madsconnaghan: i don't chase, i got asthma",
927312708134895616,@iamcrwn @_Niecyx3 I need an asthma pump,asthma pump
925410231567421445,Fish oil or fish consumption? New recommendations for pregnant women trying to prevent childhood asthma https://t.co/U3ZaD75eQx #dietarysu,"fish oil or fish consumption,new recommendations for pregnant women trying to prevent childhood asthma"
926991189060014080,This one's going to be sweeeeet! A golf cave on steroids in the middle of the woods. #perfectionplatforms https://t.co/N9oXalt0kw,golf cave on steroids
923991076515414016,So many downstream effects you dont consider. My brothers friends neighbor had a fatal asthma attack a week ago.,"brothers friends neighbor had a fatal asthma attack a week,many downstream effects"
925925498433212416,Jhoel lucky my asthma holding me back cause I would fight his tree ass,"jhoel lucky my asthma holding,tree ass"
926874661270556674,fucking hate sneezing,
927411045085442048,#OAKvsMIA nor did I get the Silver Lining Playbook! And! And! And! Coaches are shooting me full of steroids while I'm injured. Owners!,"full of steroids,oakvsmia nor,silver lining playbook"
927175462085726215,"night, god loves u so do i haahhahah mwa hello asthma",god loves
926969803608338433,Zay has pneumonia and a fever of 104 that wont go down! Please pray for him.,zay has pneumonia
924559674988412928,It's literally  been asthma and anxiety attacks all week ,asthma and anxiety attacks all week
927514874611224578,"Social media is now on steroids with fake news, press confs that don't exist.","social media,steroids with fake news"
926142277914890243,Obese children may have more asthma complications https://t.co/Fk4QoGeskI,obese children may have more asthma complications
